ags,ac,al,dv
07137034,3,40 bis 59,4.0
07137035,3,40 bis 59,4.7
07137043,3,40 bis 59,4.0
07137049,1,unter 18,3.6
07137055,4,60 bis 74,3.1
07137060,4,60 bis 74,6.4
07137066,3,40 bis 59,6.2
07137074,4,60 bis 74,6.6
07137077,3,40 bis 59,5.2
07137079,4,60 bis 74,6.7
07137092,4,60 bis 74,3.5
07137097,3,40 bis 59,3.0
07137105,4,60 bis 74,8.8
07137110,3,40 bis 59,4.5
07137008,4,60 bis 74,6.1
07137069,4,60 bis 74,1.4
07137093,4,60 bis 74,5.2
07137101,4,60 bis 74,3.0
07137106,3,40 bis 59,6.8
07137218,3,40 bis 59,2.6
07137224,3,40 bis 59,1.9
07137226,5,75 und älter,5.4
07137229,3,40 bis 59,1.5
07137202,4,60 bis 74,3.1
07137209,3,40 bis 59,1.6
07137211,2,19 bis 39,4.3
07137216,4,60 bis 74,1.4
07137222,1,unter 18,0.8
07137225,4,60 bis 74,3.0
07137228,1,unter 18,4.6
07137201,4,60 bis 74,8.0
07137204,4,60 bis 74,4.5
07137205,3,40 bis 59,3.8
07137206,4,60 bis 74,9.6
07137207,4,60 bis 74,1.5
07137208,5,75 und älter,4.6
07137212,4,60 bis 74,1.6
07137214,3,40 bis 59,5.1
07137215,4,60 bis 74,5.5
07137217,4,60 bis 74,3.8
07137219,3,40 bis 59,2.1
07137220,4,60 bis 74,2.7
07137221,4,60 bis 74,4.2
07137223,4,60 bis 74,2.4
07137227,4,60 bis 74,2.4
07137230,4,60 bis 74,4.3
07137231,3,40 bis 59,3.8
07137504,4,60 bis 74,4.3
07138045,4,60 bis 74,1.1
07138003,4,60 bis 74,1.5
07138044,4,60 bis 74,1.1
07138077,3,40 bis 59,2.5
07138080,1,unter 18,1.7
07138004,4,60 bis 74,2.1
07138024,4,60 bis 74,3.4
07138038,3,40 bis 59,2.8
07138063,4,60 bis 74,1.9
07138012,1,unter 18,3.9
07138023,3,40 bis 59,1.3
07138031,4,60 bis 74,5.5
07138034,3,40 bis 59,3.0
07138069,3,40 bis 59,1.4
07138201,3,40 bis 59,3.4
07138009,4,60 bis 74,3.1
07138037,4,60 bis 74,4.1
07138041,5,75 und älter,2.5
07138055,3,40 bis 59,3.7
07138068,3,40 bis 59,3.8
07138075,3,40 bis 59,1.8
07138501,3,40 bis 59,5.1
07138011,1,unter 18,6.3
07138013,4,60 bis 74,2.6
07138014,2,19 bis 39,2.6
07138025,1,unter 18,2.7
07138027,1,unter 18,6.7
07138040,3,40 bis 59,1.8
07138048,1,unter 18,9.6
07138050,4,60 bis 74,7.9
07138052,4,60 bis 74,1.7
07138057,1,unter 18,1.9
07138058,4,60 bis 74,4.9
07138059,1,unter 18,4.3
07138064,3,40 bis 59,3.4
07138070,3,40 bis 59,2.3
07138074,1,unter 18,5.1
07138078,1,unter 18,3.5
07138008,4,60 bis 74,3.0
07138019,4,60 bis 74,3.3
07138062,4,60 bis 74,2.3
07138073,4,60 bis 74,1.8
07138002,1,unter 18,5.7
07138005,4,60 bis 74,2.3
07138006,3,40 bis 59,3.2
07138007,4,60 bis 74,4.2
07138010,1,unter 18,14.4
07138015,1,unter 18,1.8
07138026,1,unter 18,2.2
07138030,4,60 bis 74,2.7
07138036,4,60 bis 74,1.8
07138042,5,75 und älter,1.5
07138043,5,75 und älter,2.0
07138047,1,unter 18,1.9
07138053,1,unter 18,3.8
07138054,1,unter 18,4.2
07138061,4,60 bis 74,2.0
07138065,4,60 bis 74,3.4
07138066,4,60 bis 74,5.5
07138071,4,60 bis 74,1.6
07138072,1,unter 18,4.5
07138076,4,60 bis 74,5.8
07140501,4,60 bis 74,3.2
07140001,4,60 bis 74,2.9
07140009,4,60 bis 74,4.0
07140010,4,60 bis 74,3.2
07140018,4,60 bis 74,4.4
07140021,4,60 bis 74,3.9
07140042,1,unter 18,5.8
07140046,1,unter 18,11.2
07140055,3,40 bis 59,3.5
07140064,4,60 bis 74,1.9
07140095,4,60 bis 74,4.9
07140131,3,40 bis 59,8.8
07140153,3,40 bis 59,3.6
07140202,5,75 und älter,3.3
07140204,4,60 bis 74,7.6
07140503,5,75 und älter,4.6
07140504,4,60 bis 74,7.2
07140006,2,19 bis 39,2.5
07140024,1,unter 18,2.9
07140028,3,40 bis 59,3.9
07140029,4,60 bis 74,1.8
07140030,3,40 bis 59,2.8
07140040,4,60 bis 74,7.1
07140041,5,75 und älter,5.9
07140044,3,40 bis 59,3.8
07140049,4,60 bis 74,7.3
07140053,5,75 und älter,2.2
07140062,4,60 bis 74,5.8
07140067,1,unter 18,2.1
07140071,1,unter 18,2.7
07140081,4,60 bis 74,4.9
07140082,2,19 bis 39,9.6
07140086,4,60 bis 74,4.8
07140090,4,60 bis 74,4.9
07140105,3,40 bis 59,4.2
07140107,1,unter 18,2.0
07140109,4,60 bis 74,3.4
07140111,1,unter 18,2.9
07140122,1,unter 18,4.1
07140128,2,19 bis 39,4.9
07140129,4,60 bis 74,6.1
07140130,4,60 bis 74,9.6
07140141,2,19 bis 39,4.5
07140145,4,60 bis 74,1.6
07140154,4,60 bis 74,5.5
07140159,4,60 bis 74,11.1
07140163,4,60 bis 74,10.3
07140164,3,40 bis 59,5.2
07140165,4,60 bis 74,5.9
07140002,4,60 bis 74,5.4
07140003,4,60 bis 74,2.4
07140008,4,60 bis 74,5.4
07140011,3,40 bis 59,7.9
07140015,3,40 bis 59,3.0
07140020,4,60 bis 74,9.3
07140023,1,unter 18,7.1
07140027,3,40 bis 59,4.5
07140035,3,40 bis 59,4.1
07140039,2,19 bis 39,5.2
07140056,3,40 bis 59,5.5
07140058,3,40 bis 59,7.2
07140065,4,60 bis 74,4.0
07140068,4,60 bis 74,3.8
07140070,4,60 bis 74,7.6
07140076,4,60 bis 74,6.1
07140077,1,unter 18,3.2
07140079,4,60 bis 74,5.4
07140085,3,40 bis 59,6.9
07140092,4,60 bis 74,6.5
07140096,3,40 bis 59,7.3
07140099,3,40 bis 59,5.1
07140100,1,unter 18,7.6
07140101,2,19 bis 39,1.3
07140106,4,60 bis 74,6.5
07140113,4,60 bis 74,9.4
07140115,1,unter 18,8.4
07140118,3,40 bis 59,4.0
07140119,4,60 bis 74,3.8
07140123,3,40 bis 59,4.8
07140125,4,60 bis 74,1.0
07140126,2,19 bis 39,5.9
07140127,3,40 bis 59,2.7
07140134,3,40 bis 59,3.8
07140138,3,40 bis 59,5.2
07140139,1,unter 18,3.7
07140144,5,75 und älter,1.0
07140150,4,60 bis 74,3.7
07140158,3,40 bis 59,5.0
07140166,3,40 bis 59,5.7
07140014,1,unter 18,5.5
07140025,2,19 bis 39,3.5
07140031,3,40 bis 59,2.8
07140036,4,60 bis 74,2.3
07140043,4,60 bis 74,2.2
07140045,3,40 bis 59,1.3
07140047,3,40 bis 59,6.5
07140060,4,60 bis 74,2.8
07140063,4,60 bis 74,4.9
07140075,3,40 bis 59,3.7
07140080,3,40 bis 59,5.3
07140084,3,40 bis 59,5.5
07140087,4,60 bis 74,6.1
07140089,4,60 bis 74,9.7
07140102,4,60 bis 74,6.4
07140104,4,60 bis 74,7.9
07140110,3,40 bis 59,3.4
07140112,5,75 und älter,4.1
07140116,3,40 bis 59,6.6
07140117,4,60 bis 74,5.7
07140133,4,60 bis 74,3.9
07140140,3,40 bis 59,5.4
07140149,4,60 bis 74,5.7
07140155,4,60 bis 74,7.0
07140161,2,19 bis 39,6.4
07140201,4,60 bis 74,5.8
07140205,3,40 bis 59,7.3
07141075,4,60 bis 74,1.8
07141002,3,40 bis 59,3.7
07141005,4,60 bis 74,3.3
07141014,1,unter 18,2.1
07141022,3,40 bis 59,3.8
07141029,2,19 bis 39,0.7
07141030,3,40 bis 59,4.8
07141038,1,unter 18,3.1
07141045,4,60 bis 74,4.8
07141049,4,60 bis 74,2.9
07141052,4,60 bis 74,7.7
07141053,3,40 bis 59,3.6
07141057,3,40 bis 59,3.3
07141059,4,60 bis 74,3.2
07141061,4,60 bis 74,5.2
07141062,1,unter 18,3.3
07141064,3,40 bis 59,8.3
07141076,4,60 bis 74,5.7
07141077,4,60 bis 74,5.5
07141124,5,75 und älter,2.8
07141130,4,60 bis 74,8.0
07141503,3,40 bis 59,3.7
07141009,4,60 bis 74,2.3
07141012,4,60 bis 74,8.0
07141015,4,60 bis 74,1.6
07141019,4,60 bis 74,2.7
07141047,4,60 bis 74,3.7
07141055,4,60 bis 74,9.0
07141060,4,60 bis 74,2.5
07141063,4,60 bis 74,7.5
07141067,4,60 bis 74,11.0
07141078,3,40 bis 59,6.0
07141080,4,60 bis 74,7.0
07141084,4,60 bis 74,6.8
07141085,4,60 bis 74,3.7
07141092,4,60 bis 74,3.1
07141094,1,unter 18,1.6
07141097,4,60 bis 74,5.5
07141104,4,60 bis 74,3.4
07141105,3,40 bis 59,5.6
07141107,3,40 bis 59,3.1
07141120,4,60 bis 74,7.2
07141131,4,60 bis 74,5.0
07141137,4,60 bis 74,9.5
07141502,3,40 bis 59,6.0
07141016,4,60 bis 74,8.3
07141023,4,60 bis 74,4.3
07141024,5,75 und älter,3.3
07141031,4,60 bis 74,12.0
07141042,4,60 bis 74,7.2
07141066,5,75 und älter,7.0
07141069,4,60 bis 74,5.2
07141072,4,60 bis 74,7.6
07141079,4,60 bis 74,8.0
07141083,3,40 bis 59,7.2
07141099,4,60 bis 74,6.3
07141108,4,60 bis 74,2.4
07141109,5,75 und älter,4.9
07141112,4,60 bis 74,4.5
07141115,1,unter 18,3.1
07141121,4,60 bis 74,2.8
07141136,4,60 bis 74,4.8
07141138,4,60 bis 74,7.5
07141501,4,60 bis 74,1.3
07141003,4,60 bis 74,2.9
07141006,1,unter 18,2.1
07141008,4,60 bis 74,8.3
07141025,4,60 bis 74,3.5
07141026,4,60 bis 74,7.2
07141027,4,60 bis 74,7.9
07141033,4,60 bis 74,6.2
07141041,4,60 bis 74,4.3
07141044,4,60 bis 74,3.5
07141046,1,unter 18,2.7
07141058,3,40 bis 59,2.4
07141071,4,60 bis 74,6.3
07141082,4,60 bis 74,9.7
07141086,4,60 bis 74,7.0
07141091,4,60 bis 74,2.3
07141098,5,75 und älter,1.8
07141103,4,60 bis 74,3.2
07141106,4,60 bis 74,2.5
07141111,3,40 bis 59,6.1
07141128,1,unter 18,2.7
07141129,4,60 bis 74,3.0
07141132,4,60 bis 74,5.2
07141135,4,60 bis 74,7.2
07141139,4,60 bis 74,2.6
07141201,5,75 und älter,2.3
07141001,3,40 bis 59,3.5
07141010,1,unter 18,2.3
07141011,1,unter 18,2.2
07141013,4,60 bis 74,3.7
07141020,4,60 bis 74,1.2
07141032,4,60 bis 74,6.7
07141036,4,60 bis 74,6.8
07141039,4,60 bis 74,5.5
07141043,3,40 bis 59,3.7
07141050,4,60 bis 74,5.9
07141051,1,unter 18,1.5
07141054,4,60 bis 74,6.2
07141065,3,40 bis 59,4.2
07141068,5,75 und älter,2.6
07141073,3,40 bis 59,4.1
07141074,4,60 bis 74,2.2
07141081,1,unter 18,5.0
07141089,3,40 bis 59,6.7
07141093,3,40 bis 59,5.1
07141095,3,40 bis 59,3.7
07141096,3,40 bis 59,9.7
07141101,4,60 bis 74,7.7
07141102,3,40 bis 59,2.4
07141113,3,40 bis 59,6.6
07141117,4,60 bis 74,8.3
07141118,3,40 bis 59,3.8
07141125,3,40 bis 59,3.4
07141126,4,60 bis 74,4.5
07143206,5,75 und älter,2.1
07143211,4,60 bis 74,7.7
07143216,3,40 bis 59,3.0
07143222,4,60 bis 74,3.0
07143227,1,unter 18,4.2
07143231,4,60 bis 74,3.2
07143234,1,unter 18,1.2
07143243,4,60 bis 74,1.4
07143248,3,40 bis 59,3.4
07143253,5,75 und älter,6.2
07143255,1,unter 18,4.1
07143264,3,40 bis 59,3.4
07143270,3,40 bis 59,4.5
07143277,4,60 bis 74,5.6
07143279,3,40 bis 59,3.7
07143280,3,40 bis 59,2.7
07143297,3,40 bis 59,2.8
07143300,3,40 bis 59,1.1
07143202,4,60 bis 74,2.2
07143204,1,unter 18,1.9
07143205,3,40 bis 59,2.7
07143212,4,60 bis 74,4.9
07143215,4,60 bis 74,4.5
07143223,3,40 bis 59,2.7
07143225,4,60 bis 74,5.8
07143229,5,75 und älter,1.4
07143235,1,unter 18,1.2
07143236,3,40 bis 59,4.2
07143240,4,60 bis 74,6.5
07143241,3,40 bis 59,2.6
07143250,3,40 bis 59,1.9
07143252,5,75 und älter,4.3
07143257,3,40 bis 59,3.6
07143259,3,40 bis 59,7.9
07143260,1,unter 18,5.6
07143261,1,unter 18,2.2
07143262,4,60 bis 74,4.7
07143265,4,60 bis 74,5.9
07143267,4,60 bis 74,5.7
07143268,4,60 bis 74,3.0
07143269,3,40 bis 59,2.4
07143276,3,40 bis 59,1.4
07143287,3,40 bis 59,4.1
07143294,1,unter 18,4.0
07143296,5,75 und älter,17.4
07143299,4,60 bis 74,8.7
07143301,1,unter 18,2.8
07143310,3,40 bis 59,3.8
07143313,1,unter 18,7.8
07143030,3,40 bis 59,5.2
07143031,3,40 bis 59,2.8
07143032,4,60 bis 74,1.5
07143040,3,40 bis 59,5.2
07143005,3,40 bis 59,2.4
07143008,4,60 bis 74,3.4
07143013,4,60 bis 74,2.5
07143020,4,60 bis 74,3.9
07143021,3,40 bis 59,1.9
07143023,1,unter 18,1.7
07143024,3,40 bis 59,3.3
07143026,4,60 bis 74,4.9
07143027,4,60 bis 74,3.7
07143033,4,60 bis 74,4.0
07143034,5,75 und älter,6.2
07143036,4,60 bis 74,5.2
07143039,4,60 bis 74,3.9
07143048,2,19 bis 39,2.3
07143051,1,unter 18,2.4
07143052,4,60 bis 74,5.2
07143053,3,40 bis 59,2.7
07143054,3,40 bis 59,4.5
07143055,1,unter 18,2.0
07143057,3,40 bis 59,4.3
07143065,3,40 bis 59,2.5
07143071,4,60 bis 74,2.3
07143072,3,40 bis 59,2.0
07143077,1,unter 18,3.1
07143079,4,60 bis 74,4.3
07143001,3,40 bis 59,2.0
07143006,3,40 bis 59,2.8
07143007,3,40 bis 59,4.7
07143009,1,unter 18,6.7
07143038,3,40 bis 59,7.1
07143050,4,60 bis 74,3.1
07143059,4,60 bis 74,3.2
07143062,1,unter 18,1.1
07143068,4,60 bis 74,4.0
07143082,3,40 bis 59,4.6
07143084,3,40 bis 59,2.7
07143214,1,unter 18,4.6
07143218,4,60 bis 74,3.5
07143237,3,40 bis 59,3.3
07143244,1,unter 18,4.0
07143246,5,75 und älter,5.1
07143256,3,40 bis 59,6.5
07143271,3,40 bis 59,3.5
07143272,5,75 und älter,6.0
07143274,3,40 bis 59,3.7
07143278,4,60 bis 74,5.9
07143282,4,60 bis 74,4.9
07143283,3,40 bis 59,2.2
07143285,1,unter 18,5.7
07143286,1,unter 18,3.5
07143291,1,unter 18,4.8
07143292,4,60 bis 74,1.3
07143295,1,unter 18,3.4
07143302,1,unter 18,5.4
07143303,3,40 bis 59,3.3
07143309,1,unter 18,1.8
07143311,4,60 bis 74,7.5
07143315,3,40 bis 59,5.4
07143015,3,40 bis 59,3.6
07143018,4,60 bis 74,5.3
07143019,3,40 bis 59,2.5
07143022,1,unter 18,5.7
07143025,3,40 bis 59,4.7
07143029,3,40 bis 59,2.9
07143041,4,60 bis 74,3.8
07143044,1,unter 18,3.5
07143045,2,19 bis 39,1.7
07143046,3,40 bis 59,3.5
07143056,3,40 bis 59,4.5
07143061,3,40 bis 59,5.6
07143064,3,40 bis 59,4.2
07143066,4,60 bis 74,3.0
07143067,2,19 bis 39,1.0
07143069,4,60 bis 74,4.2
07143075,4,60 bis 74,1.6
07143078,4,60 bis 74,4.2
07143085,4,60 bis 74,2.9
07143305,3,40 bis 59,2.1
07143011,3,40 bis 59,3.8
07143037,3,40 bis 59,2.9
07143058,4,60 bis 74,3.9
07143074,3,40 bis 59,3.0
07143080,4,60 bis 74,6.0
07143203,3,40 bis 59,5.6
07143208,3,40 bis 59,8.0
07143210,3,40 bis 59,5.2
07143220,4,60 bis 74,2.3
07143232,4,60 bis 74,6.5
07143239,1,unter 18,2.5
07143251,4,60 bis 74,6.4
07143263,3,40 bis 59,1.7
07143266,1,unter 18,1.8
07143273,3,40 bis 59,3.1
07143281,4,60 bis 74,2.6
07143290,4,60 bis 74,2.1
07143304,1,unter 18,2.2
07143316,4,60 bis 74,5.4
07143502,4,60 bis 74,7.1
07143200,3,40 bis 59,2.8
07143207,3,40 bis 59,5.7
07143209,1,unter 18,2.8
07143213,4,60 bis 74,5.3
07143219,3,40 bis 59,4.7
07143224,4,60 bis 74,2.3
07143226,4,60 bis 74,2.2
07143228,4,60 bis 74,1.5
07143230,3,40 bis 59,3.2
07143233,3,40 bis 59,5.9
07143238,4,60 bis 74,5.3
07143242,3,40 bis 59,1.3
07143247,2,19 bis 39,1.7
07143249,4,60 bis 74,1.9
07143254,1,unter 18,1.0
07143284,4,60 bis 74,3.1
07143288,3,40 bis 59,6.7
07143289,4,60 bis 74,1.8
07143293,4,60 bis 74,10.3
07143298,4,60 bis 74,2.7
07143307,5,75 und älter,1.7
07143308,1,unter 18,1.0
07143312,3,40 bis 59,1.3
07143314,1,unter 18,2.7
07143003,4,60 bis 74,4.0
07143010,5,75 und älter,7.0
07143012,4,60 bis 74,0.8
07143028,3,40 bis 59,3.3
07143042,3,40 bis 59,6.6
07143047,1,unter 18,1.9
07143049,3,40 bis 59,7.4
07143060,3,40 bis 59,2.5
07143070,1,unter 18,1.4
07143073,3,40 bis 59,4.7
07143081,1,unter 18,2.9
07143275,3,40 bis 59,3.4
07211000,2,19 bis 39,8.2
07231134,2,19 bis 39,0.6
07231502,4,60 bis 74,2.0
07231008,4,60 bis 74,3.6
07231012,3,40 bis 59,5.7
07231016,4,60 bis 74,8.5
07231030,4,60 bis 74,3.9
07231041,4,60 bis 74,7.5
07231056,4,60 bis 74,2.6
07231066,4,60 bis 74,5.5
07231070,4,60 bis 74,6.6
07231071,3,40 bis 59,5.7
07231075,4,60 bis 74,2.7
07231076,4,60 bis 74,3.1
07231077,4,60 bis 74,3.1
07231081,4,60 bis 74,4.8
07231086,4,60 bis 74,7.6
07231087,1,unter 18,2.2
07231090,4,60 bis 74,2.9
07231092,4,60 bis 74,2.5
07231105,4,60 bis 74,5.6
07231125,5,75 und älter,3.6
07231126,4,60 bis 74,3.8
07231133,4,60 bis 74,7.9
07231136,4,60 bis 74,2.2
07231006,4,60 bis 74,4.9
07231018,4,60 bis 74,6.8
07231042,1,unter 18,5.5
07231054,3,40 bis 59,2.9
07231058,3,40 bis 59,2.3
07231064,3,40 bis 59,8.4
07231079,4,60 bis 74,6.0
07231115,3,40 bis 59,6.3
07231122,4,60 bis 74,8.3
07231123,4,60 bis 74,3.9
07231202,4,60 bis 74,7.3
07231203,1,unter 18,2.7
07231204,4,60 bis 74,3.4
07231001,4,60 bis 74,2.5
07231003,3,40 bis 59,1.1
07231007,3,40 bis 59,3.1
07231009,3,40 bis 59,5.2
07231010,1,unter 18,4.8
07231013,4,60 bis 74,3.1
07231022,3,40 bis 59,11.8
07231024,4,60 bis 74,1.9
07231025,3,40 bis 59,0.7
07231026,4,60 bis 74,2.1
07231031,4,60 bis 74,7.1
07231036,4,60 bis 74,8.2
07231044,1,unter 18,4.3
07231046,1,unter 18,3.2
07231049,3,40 bis 59,3.4
07231051,4,60 bis 74,3.8
07231053,1,unter 18,4.1
07231062,4,60 bis 74,2.6
07231065,4,60 bis 74,6.4
07231069,1,unter 18,1.8
07231074,3,40 bis 59,3.5
07231080,5,75 und älter,3.1
07231082,3,40 bis 59,1.1
07231085,1,unter 18,2.2
07231095,3,40 bis 59,6.2
07231096,1,unter 18,3.2
07231100,2,19 bis 39,3.9
07231101,5,75 und älter,2.9
07231103,2,19 bis 39,2.0
07231104,3,40 bis 59,3.1
07231107,4,60 bis 74,3.1
07231108,4,60 bis 74,4.5
07231111,1,unter 18,2.7
07231113,3,40 bis 59,2.0
07231114,1,unter 18,8.0
07231117,1,unter 18,2.5
07231127,3,40 bis 59,2.8
07231503,1,unter 18,1.9
07231504,3,40 bis 59,5.5
07231004,1,unter 18,3.0
07231005,4,60 bis 74,2.8
07231014,4,60 bis 74,7.0
07231029,4,60 bis 74,5.4
07231033,3,40 bis 59,6.2
07231057,3,40 bis 59,1.6
07231067,4,60 bis 74,2.4
07231068,4,60 bis 74,5.6
07231072,5,75 und älter,4.7
07231110,4,60 bis 74,8.4
07231120,4,60 bis 74,7.7
07231124,5,75 und älter,3.3
07231206,1,unter 18,3.1
07231501,4,60 bis 74,9.5
07232018,1,unter 18,1.7
07232201,1,unter 18,3.4
07232212,2,19 bis 39,2.8
07232213,4,60 bis 74,3.8
07232214,4,60 bis 74,4.8
07232220,1,unter 18,5.1
07232221,1,unter 18,6.3
07232229,5,75 und älter,5.8
07232245,3,40 bis 59,3.8
07232246,3,40 bis 59,4.6
07232253,5,75 und älter,4.4
07232254,3,40 bis 59,3.3
07232258,1,unter 18,3.2
07232259,1,unter 18,8.3
07232260,3,40 bis 59,2.4
07232262,3,40 bis 59,3.1
07232263,4,60 bis 74,2.3
07232285,3,40 bis 59,1.0
07232287,1,unter 18,7.4
07232293,3,40 bis 59,7.7
07232322,5,75 und älter,3.8
07232333,5,75 und älter,3.3
07232002,3,40 bis 59,4.1
07232005,4,60 bis 74,2.3
07232019,3,40 bis 59,2.5
07232028,2,19 bis 39,3.4
07232033,3,40 bis 59,3.9
07232037,3,40 bis 59,3.5
07232040,2,19 bis 39,4.8
07232053,4,60 bis 74,3.6
07232059,2,19 bis 39,2.8
07232063,3,40 bis 59,2.3
07232064,1,unter 18,5.3
07232067,5,75 und älter,2.2
07232069,3,40 bis 59,4.8
07232072,3,40 bis 59,4.7
07232080,3,40 bis 59,3.1
07232082,3,40 bis 59,6.1
07232088,5,75 und älter,2.2
07232095,3,40 bis 59,7.0
07232102,3,40 bis 59,3.4
07232103,3,40 bis 59,3.8
07232108,3,40 bis 59,5.7
07232110,2,19 bis 39,3.5
07232112,4,60 bis 74,3.9
07232114,1,unter 18,5.9
07232122,4,60 bis 74,7.5
07232131,2,19 bis 39,2.4
07232132,1,unter 18,3.0
07232218,1,unter 18,1.9
07232225,3,40 bis 59,5.6
07232202,4,60 bis 74,3.6
07232206,1,unter 18,2.3
07232207,5,75 und älter,4.5
07232208,4,60 bis 74,7.7
07232209,4,60 bis 74,3.3
07232216,4,60 bis 74,5.7
07232222,1,unter 18,2.9
07232223,1,unter 18,4.1
07232224,2,19 bis 39,4.3
07232226,3,40 bis 59,2.8
07232227,4,60 bis 74,5.3
07232231,1,unter 18,4.3
07232236,4,60 bis 74,2.1
07232250,1,unter 18,7.1
07232256,4,60 bis 74,3.2
07232272,4,60 bis 74,15.2
07232279,4,60 bis 74,3.8
07232283,4,60 bis 74,3.1
07232288,1,unter 18,3.7
07232290,2,19 bis 39,5.4
07232292,3,40 bis 59,5.9
07232295,4,60 bis 74,2.8
07232296,4,60 bis 74,1.8
07232300,1,unter 18,3.4
07232302,4,60 bis 74,5.7
07232304,4,60 bis 74,3.0
07232305,1,unter 18,1.9
07232308,3,40 bis 59,2.9
07232318,3,40 bis 59,4.8
07232320,1,unter 18,4.3
07232321,3,40 bis 59,2.6
07232328,4,60 bis 74,4.2
07232329,4,60 bis 74,0.4
07232332,1,unter 18,3.1
07232010,3,40 bis 59,1.9
07232050,3,40 bis 59,1.9
07232055,4,60 bis 74,4.7
07232107,3,40 bis 59,4.0
07232123,1,unter 18,4.6
07232289,3,40 bis 59,1.0
07232311,3,40 bis 59,2.3
07232007,4,60 bis 74,1.6
07232009,1,unter 18,3.3
07232013,3,40 bis 59,2.2
07232014,1,unter 18,5.3
07232015,1,unter 18,2.0
07232026,1,unter 18,6.8
07232027,2,19 bis 39,1.5
07232030,1,unter 18,3.3
07232034,1,unter 18,6.7
07232039,4,60 bis 74,6.6
07232043,3,40 bis 59,3.5
07232044,2,19 bis 39,4.5
07232058,4,60 bis 74,5.1
07232060,4,60 bis 74,4.4
07232061,4,60 bis 74,4.0
07232070,4,60 bis 74,3.2
07232075,4,60 bis 74,5.5
07232076,4,60 bis 74,3.8
07232077,1,unter 18,6.1
07232079,1,unter 18,5.8
07232081,1,unter 18,4.3
07232086,1,unter 18,8.5
07232087,4,60 bis 74,2.2
07232091,3,40 bis 59,4.4
07232098,3,40 bis 59,3.8
07232099,4,60 bis 74,2.7
07232101,3,40 bis 59,3.0
07232105,4,60 bis 74,5.1
07232109,3,40 bis 59,2.5
07232111,4,60 bis 74,6.2
07232113,4,60 bis 74,6.8
07232118,4,60 bis 74,4.7
07232119,4,60 bis 74,5.3
07232120,4,60 bis 74,8.5
07232125,4,60 bis 74,4.7
07232126,4,60 bis 74,3.0
07232134,3,40 bis 59,3.6
07232135,1,unter 18,1.3
07232137,3,40 bis 59,4.2
07232203,5,75 und älter,13.2
07232210,1,unter 18,4.5
07232273,1,unter 18,5.1
07232282,4,60 bis 74,4.2
07232331,4,60 bis 74,5.9
07232501,1,unter 18,2.0
07233006,4,60 bis 74,8.9
07233011,4,60 bis 74,3.0
07233014,1,unter 18,3.2
07233016,3,40 bis 59,3.7
07233017,1,unter 18,2.9
07233018,3,40 bis 59,4.0
07233020,4,60 bis 74,4.2
07233021,4,60 bis 74,2.0
07233027,3,40 bis 59,2.0
07233031,4,60 bis 74,8.3
07233034,3,40 bis 59,2.3
07233039,1,unter 18,5.9
07233040,4,60 bis 74,3.9
07233042,5,75 und älter,3.1
07233043,4,60 bis 74,2.9
07233046,1,unter 18,7.7
07233049,1,unter 18,7.1
07233052,4,60 bis 74,4.4
07233055,4,60 bis 74,3.0
07233061,4,60 bis 74,3.2
07233063,4,60 bis 74,2.8
07233067,4,60 bis 74,4.2
07233068,2,19 bis 39,4.6
07233070,4,60 bis 74,5.8
07233071,4,60 bis 74,5.9
07233074,3,40 bis 59,4.9
07233075,3,40 bis 59,1.6
07233077,4,60 bis 74,8.4
07233079,4,60 bis 74,7.2
07233081,4,60 bis 74,7.2
07233084,1,unter 18,4.6
07233501,4,60 bis 74,3.0
07233010,3,40 bis 59,6.5
07233203,3,40 bis 59,9.7
07233205,4,60 bis 74,12.3
07233206,4,60 bis 74,8.8
07233215,4,60 bis 74,7.7
07233218,4,60 bis 74,2.1
07233221,1,unter 18,1.7
07233224,3,40 bis 59,6.4
07233225,4,60 bis 74,4.8
07233226,4,60 bis 74,8.0
07233242,4,60 bis 74,4.4
07233005,4,60 bis 74,3.9
07233007,4,60 bis 74,7.3
07233019,1,unter 18,1.4
07233022,4,60 bis 74,8.3
07233026,4,60 bis 74,3.3
07233028,4,60 bis 74,6.8
07233029,5,75 und älter,2.5
07233033,3,40 bis 59,4.7
07233035,5,75 und älter,2.9
07233036,4,60 bis 74,3.5
07233038,4,60 bis 74,5.2
07233041,5,75 und älter,4.9
07233050,4,60 bis 74,3.5
07233053,4,60 bis 74,3.8
07233054,4,60 bis 74,8.0
07233056,4,60 bis 74,4.1
07233058,1,unter 18,5.5
07233060,4,60 bis 74,14.6
07233076,4,60 bis 74,6.4
07233080,1,unter 18,3.8
07233083,3,40 bis 59,2.4
07233204,4,60 bis 74,5.7
07233209,4,60 bis 74,4.8
07233211,4,60 bis 74,5.6
07233214,4,60 bis 74,6.8
07233219,4,60 bis 74,6.3
07233227,4,60 bis 74,5.7
07233229,3,40 bis 59,4.7
07233232,4,60 bis 74,11.1
07233235,5,75 und älter,3.2
07233239,4,60 bis 74,12.4
07233240,4,60 bis 74,3.1
07233241,4,60 bis 74,4.9
07235005,4,60 bis 74,8.7
07235008,3,40 bis 59,1.9
07235014,4,60 bis 74,6.6
07235030,3,40 bis 59,5.1
07235035,3,40 bis 59,3.0
07235036,4,60 bis 74,2.5
07235045,1,unter 18,2.1
07235047,3,40 bis 59,5.2
